tanultak	t a n u l t a k
öltött	ø l t ø t
üldözött	y l d ø z ø t
ütöttem	y t ø t t e m
banánt	b a n á n t
bizonyultak	b i z o ɲ u l t a k
fedezték	f e d e z t e k
homlokzat	h o m l o k z a t
hullik	h u l l i k
irt	i r t
kezelését	k e z e l e s e t
közeledett	k ø z e l e d e t
lin	l i n
menekülnek	m e n e k y l n e k
pörkölt	p ø r k ø l t
seth	s eː θ
tulajdonságokkal	t u l a j d o n s a ɡ o k k a l
épültek	e p y l t e k
étkezési	e t k e z eː s i
öltözve	ø l t ø z v e
öregnek	ø r e ɡ n e k
örökölt	ø r ø k ø l t
diplomata	d i p l o m a t a
elköltözött	e l k ø l t ø z ø t
említettük	e m l iː t e t t y k
kapcsolatra	k a p t͡ʃ s o l a t r a
költött	k ø l t ø t
kölykök	k ø l y k ø k
központok	k ø z p o n t o k
mulatság	m u l a t͡s á ɡ
pisilnem	p i s i l n e m
sim	s i m
sol	s o l
tehetségét	t e h e t͡s e ɡ e t
telepedett	t e l e p e d e t
tevékenykedik	t e v e k e n y k e d i k
ártalmatlan	a r t a l m a t l a n
átalakítása	á t a l a k í t áː s a
értekezés	e r t e k e z e s
ölték	ø l t e k
ühüm	y h y m
adatbázist	a d a t b áː z i s t
fiataloknak	f i a t a l o k n a k
hull	h u l
kapcsolatosan	k a p t͡ʃ s o l a t o s a n
kilogramm	k i l o ɡ r a m
kinyitotta	k i ɲ i t o t t a
kisalföld	k i s a l f ø l d
körözött	k ø r ø z ø t
nyugalmazott	ɲ u ɡ a l m a z o t
né	n eː
vetették	v e t e t t e k
önhöz	ø n h ø z
ötöt	ø t ø t
üldözés	y l d ø z e s
apokalipszis	a p o k a l i p s z i s
apostolok	a p o s t o l o k
blikk	b l i k
chanel	t͡ʃ a n æ l
delfin	d æ l f i n
draft	d r a f t
eredetét	e ɾ e d e t eː t
fedezett	f e d e z e t
fordít	f o r d iː t
fék	f e k
helytelenül	h e l y t e l e n y l
kitartott	k i t a r t o t
kokaint	k o k a i n t
kutyával	k u t j áː v a l
közük	k ø z y k
list	l i s t
tabletta	t a b l e t t a
tartoztak	t a r t o z t a k
tekintették	t e k i n t e t t e k
tükörben	t y k ø r b e n
valamiben	v a l a m i b e n
bánik	b áː n i k
ezüstöt	e z y s t ø t
filmről	f i l m r ɔː l
foglalkozása	f o ɡ l a l k o z aː s a
halmozott	h a l m o z o t
imádott	i m áː d o t
kiadók	k i a d ó k
lakóit	l a k ó i t
lopták	l ó p t á k
magasságában	m a ɡ a s s a ɡ aː b a n
parazita	p a r a z i t a
pörög	p ø r ø ɡ
rum	r u m
sea	s e a
sí	s iː
tilalmat	t i l a l m a t
törölve	t ø r ø l v e
wan	w a n
öleli	ø l e l i
üti	y t i
bree	b r eː
bukkantam	b u k k a n t a m
egerek	e ɡ e r e k
fala	f á l àː
féltek	f e l t e k
galaxisok	ɡ a l a k s i s o k
inn	i n
iszonyat	i s z o ɲ âː t
kelti	k é l t i
lina	l i n a
pitt	p i t
tükröt	t y k r ø t
ye	j e
üzemek	y z e m e k
füzetek	f y z e t e k
golyót	ɡ o l j óː t
hordoz	h ó r d o z
kabin	k á b ì n
kib	k î b
ködös	k ø d ø s
közöl	k ø z ø l
külpolitika	k y l p o l i t i k a
lefoglalt	l e f o ɡ l a l t
mása	m áː s a
olvasnak	o l v a s n a k
ost	o s t
titkait	t i t k a i t
troll	t r o l
ukránok	u k r áː n o k
vehetett	v e h e t e t
zöldek	z ø l d e k
ízesített	iː z e s i t e t
budaörsi	b u d a ø r s i
egyesül	e ɡ j e s y l
finomságok	f i n o m s á ɡ o k
hátlap	h á t l á p
ismeretlenek	i s m e r e t l e n e k
mandarin	m a n d a r i n
meghibásodott	m e ɡ i b áː s o d o t
pedofil	p e d o f i l
pin	p i n
profilt	p r o f i l t
ruháit	r u h á i t
telitalálat	t e l i t a l áː l a t
ten	t ɛ n
tudomása	t u d o m áː s a
táncolt	t á n t͡ʃ o l t
vö	ʋ øː
zárul	z áː r u l
ömlik	ø m l i k
alkalmasnak	a l k a l m a s n a k
azonosak	a z o n o s a k
azonosított	a z o n o s i t o t
botanikus	b o t a n i k u s
fish	f i ʃ
hallban	h a l b a n
keletkeztek	k e l e t k e z t e k
következtek	k ø v e t k e z t e k
lakosainak	l a k o s a i n a k
linkek	l ì n k é k
lógok	l óː ɡ o k
mosolygok	m o s o l y ɡ o k
mostanáig	m o s t a n á i ɡ
mozdult	m o z d u l t
oknál	o k n á l
okostelefonok	o k o s t e l e f o n o k
profilok	p r o f i l o k
párkapcsolatban	p a r k a p t͡ʃ s o l a t b a n
sértett	s e r t e t
törődött	t ø r ø d ø t
vehettek	v e h e t t e k
ödön	ø d ø n
öltözni	ø l t ø z n iː
adrienn	a d r i ɛ n
bebizonyosodott	b e b i z o ɲ o s o d o t
cent	t͡ʃ ɛ n t
gazdagság	ɡ a z d a ɡ s aː ɡ
harmadikat	h a r m a d i k a t
királyságot	k i r áː l y s á ɡ o t
különc	k y l ø n t͡ʃ
monty	m ó n t i
push	p u ʃ
sat	s a t
sharp	ʃ a r p
shift	ʃ i f t
tehetett	t e h e t e t
tiltakozott	t i l t a k o z o t
törölte	t ø r ø l t e
wa	w a
énekelek	e n e k e l e k
értették	e r t e t t e k
azonosította	a z o n o s i t o t t a
borította	b o r i t o t t a
domain	d o m a i n
együttest	e ɡ j y t t e s t
földek	f ø l d e k
hurok	h ù r ó k
levesek	l e v e s e k
maradhatnak	m a r a d h a t n a k
mehetnek	m e h e t n e k
nehézség	n e h e z s eː ɡ
nyomoz	ɲ óː m o z
parancsok	p a r a n t͡ʃ s o k
pe	p e
pult	p u l t
puritán	p u r i t á n
pókok	p óː k o k
sorolta	s o r o l t a
sus	s u s
telített	t e l i t e t
tevékenykedett	t e v e k e n y k e d e t
utalást	u t a l á s t
örökségét	ø r ø k s e ɡ e t
felületek	f e l y l e t e k
férfiakkal	f e r f i a k k a l
gödör	ɡ ø d ø r
irányult	i r áː n j u l t
költenek	k ø l t e n e k
parkinson	p a r k i n s o n
programnak	p r o ɡ r a m n a k
sunset	s ù n s e t
sértetlenül	s e r t e t l e n y l
chart	t͡ʃ a r t
diákot	d i áː k o t
egyezett	e ɡ j e z e t
emeletén	e m e l e t e n
etikett	e t i k e t
foglyot	f ó ɡ l j o t
hatan	h á t à n
helyzetnek	h e l y z e t n e k
kenyai	k é ɲ á i
klorid	k l óː r i d
költözni	k ø l t ø z n iː
kötelez	k ø t e l e z
lynch	l y n t͡ʃ
megalapozott	m e ɡ a l a p o z o t
mehetett	m e h e t e t
mozgalmak	m o z ɡ a l m a k
oldalunkat	o l d a l u n k a t
strukturális	s t r u k t u r aː l i s
telefonra	t e l e f óː n r a
telepesek	t e l e p e s e k
tevékenységük	t e v e k e n y s eː ɡ y k
trónt	t r ó n t
drew	d r ɛ w
egynek	e ɡ y n e k
folytatnak	f o l y t a t n a k
füstös	f y s t ø s
határoz	h a t áː r o z
him	h i m
lovasok	l o v a s o k
mat	m a t
megalkotott	m e ɡ a l k o t o t
mutatok	m u t a t o k
okozták	o k o z t á k
oz	o z
parancsa	p a r a n t͡ʃ s a
parancsokat	p a r a n t͡ʃ s o k a t
pu	p u
ritkább	r i t k á b
tanítottak	t a n i t o t t a k
titkosított	t i t k o s i t o t
tudományt	t u d o m áː n y t
tükrözik	t y k r ø z i k
ízlett	i z l e t
egyenlet	e ɡ j e n l e t
egyesületet	e ɡ j e s y l e t e t
garrett	ɡ a r e t
hibásan	h i b áː s a n
kifogást	k i f o ɡ á s t
kitörés	k i t ø r e s
körön	k ø r ø n
leírtam	l e i r t a m
monetáris	m o n e t áː r i s
pálos	p áː l o s
stílusok	s t iː l u s o k
tökéletesek	t ø k e l e t e s e k
tüntettek	t y n t e t t e k
zenekarral	z e n e k a r aː l
életek	e l e t e k
örökletes	ø r ø k l e t e s
darts	d a r t s
elkülönített	e l k y l ø n i t e t
ezoterikus	e z o t e r i k u s
feladatának	f e l a d a t áː n a k
figyelmezteti	f i ɡ j e l m e z t e t i
grill	ɡ r i l
halk	h a l k
kötelezte	k ø t e l e z t e
megnézik	m e ɡ n e z i k
nyomása	ɲ o m áː s a
rahul	r á h u l
utazása	u t a z áː s a
zombik	z ó m b i k
öli	øː l i
adományozta	a d o m áː ɲ o z t a
brent	b r ɛ n t
ci	t͡ʃ i
elhagyása	e l h a ɡ j áː s a
fiatalnak	f i a t a l n a k
fémek	f e m e k
hand	h â n d
helyzetük	h e l y z e t y k
köhögés	k ø h ø ɡ e s
költözés	k ø l t ø z e s
kötelet	k ø t e l e t
köztudott	k ø z t u d o t
merültek	m e ɾ y l t e k
milo	m íː l o
méretek	m e ɾ e t e k
névtelenül	n e f t e l e n y l
rip	ɽ i p
soft	s o f t
tartalmat	t a r t a l m a t
tartsanak	t a r t͡s a n a k
törekedett	t ø r e k e d e t
viz	ʋ i z
wizz	w i z
élhetnek	e l h e t n e k
évezredek	e v e z r e d e k
ütöttek	y t ø t t e k
ehetek	e h e t e k
elütött	e l y t ø t
eseményekre	e s e m e ɲ e k r e
fogalmának	f o ɡ a l m áː n a k
foglalkozások	f o ɡ l a l k o z aː s o k
füstöt	f y s t ø t
kapcsolatnak	k a p t͡ʃ s o l a t n a k
királyhoz	k i r áː l y h o z
közömbös	k ø z ø m b ø s
mart	m a r t
mechanika	m e t͡ʃ a n i k a
medicina	m e d i t͡ʃ i n a
megalakulása	m e ɡ a l a k u l áː s a
periódus	p e r i óː d u s
republikánusok	r e p u b l i k áː n u s o k
rohanás	r o h a n á s
tudván	t u d v á n
tükrök	t y k r ø k
építésének	e p i t e s e n e k
ök	ø k
alakítanak	a l a k i t a n a k
edison	e d i s o n
egyiptomiak	e ɡ j i p t o m i a k
elárul	e l áː r u l
felejtsék	f e l e j t͡s e k
hatol	h á t o l
hivatkoznak	h i v a t k o z n a k
kötelesek	k ø t e l e s e k
követlek	k ø v e t l e k
lim	l i m
makk	m a k
nélkülük	n e l k y l y k
tartalmazta	t a r t a l m a z t a
tizenkilenc	t i z e n k i l e n t͡ʃ
tm	t eː m
twin	tʷ i n
töretlen	t ø r e t l e n
zi	z i
adatbázisok	a d a t b áː z i s o k
bolygónk	b o l y ɡ ó ŋ k
diplomázott	d i p l o m áː z o t
egyesületnek	e ɡ j e s y l e t n e k
elátkozott	e l áː t k o z o t
feliratokat	f e l i r a t o k a t
fenék	f e n e k
golyókat	ɡ o l j óː k a t
hirdették	h i r d e t t e k
képessé	k e p e s e
központnak	k ø z p o n t n a k
megegyezett	m e ɡ e ɡ j e z e t
mozgások	m o z ɡ áː s o k
méltatta	m e l t a t t a
nehéznek	n e h e z n e k
röhög	r ø h ø ɡ
share	ʃ áː r èː
sorakoznak	s o r a k o z n a k
szaporodnak	ʃ a p o r o d n a k
tarkított	t a r k i t o t
tartalmak	t a r t a l m a k
tul	t u l
tüntették	t y n t e t t e k
vonulnak	v o n u l n a k
bukkannak	b u k k a n n a k
dolgokhoz	d o l ɡ o kʰ o z
egyebet	e ɡ j e b e t
eltüntetni	e l t y n t e t n i
felületes	f e l y l e t e s
folk	f o l k
fordulok	f o r d u l o k
imádkozott	i m áː d k o z o t
kedvezett	k e d v e z e t
kifogástalan	k i f o ɡ á s t a l a n
kutyákkal	k u t j á k k a l
közületek	k ø z y l e t e k
lexi	l é k s i
mutatók	m u t a t ó k
mászik	m á s z i k
pak	p a k
pom	p o m
ritkák	r i t k á k
sark	s a r k
tulajdonságokat	t u l a j d o n s a ɡ o k a t
vonzotta	v o n z o t t a
vöröses	ʋ ø r ø s e s
édesek	e d e s e k
üzemelteti	y z e m e l t e t i
elesik	e l e s i k
elf	æ l f
farkam	f a r k a m
felettük	f e l e t t y k
feminizmus	f e m i n i z m u s
fizették	f i z e t t e k
kezdeményezést	k e z d e m e ɲ e z e s t
kiküldött	k i k y l d ø t
körülvett	k ø r y l v e t
marsall	m a r s a l
megegyeztek	m e ɡ e ɡ j e z t e k
oktatott	o k t a t o t
oázis	o áː z i s
pá	p áː
pán	p á n
sütik	s y t i k
trent	t r ɛ n t
ördögök	ø r d ø ɡ ø k
üldözte	y l d ø z t e
egyetemisták	e ɡ j e t e m i s t aː k
egyeznek	e ɡ j e z n e k
fiait	f i a i t
futók	f u t ó k
hatolt	h a t o l t
határozták	h a t áː r o z t á k
helyezését	h e l j e z e s e t
háztartások	h á z t a r t áː s o k
kelenföldi	k e l e n f ø l d i
királyunk	k i r áː l j u ŋ k
kismamák	k i s m a m á k
klik	k l i k
köröm	k ø r ø m
községek	k ø z s e ɡ e k
lepke	l é p k e
mom	m o m
nyújtson	ɲ uː j t͡s o n
sörrel	s ø r r e l
totálisan	t o t áː l i s a n
tudomásom	t u d o m áː s o m
vonalán	v o n a l á n
zenél	z e n e l
értesítették	e r t e s i t e t t e k
ütközet	y t k ø z e t
akaratának	a k a r a t áː n a k
bináris	b i n áː r i s
biztosítson	b i z t o s iː t͡s o n
börtönre	b ø r t ø n r e
cindy	t͡ʃ í n d i
elértük	e l e r t y k
erednek	e ɾ e d n e k
felügyeletet	f e l y ɡ j e l e t e t
gin	ɡ i n
gran	ɡ r a n
házához	h á z áː h o z
inkabb	ì n k á b
kapcsolatokkal	k a p t͡ʃ s o l a t o k k a l
költöznek	k ø l t ø z n e k
kötetek	k ø t e t e k
lehetetlennek	l e h e t e t l e n n e k
mafc	m a f t͡ʃ
megakadályozása	m e ɡ a k a d á l j o z aː s a
meghallgatásra	m e ɡ h a l ɡ a t aː s r a
mérgezett	m e r ɡ e z e t
pontosak	p o n t o s a k
sakkban	s a k b a n
tip	t î p
tévedett	t e v e d e t
tüze	t y z e
zack	z á k
zöldes	z ø l d e s
életfogytig	e l e t f o ɡ y t i ɡ
ültettek	y l t e t t e k
alkalmazottat	a l k a l m a z o t t a t
atomenergia	a t o m e n e r ɡ i a
bol	b o l
boyd	b ó j d
csíkok	t͡ʃ s i k o k
egyesben	e ɡ j e s b e n
eladása	e l a d áː s a
eredetit	e ɾ e d e t i t
finnek	f i n n e k
fizetniük	f i z e t n i y k
gazdagodott	ɡ a z d a ɡ o d o t
gigantikus	ɡ i ɡ a n t i k u s
hordanak	h o r d a n a k
kapcsoljuk	k a p t͡ʃ s o ʎ u k
körülöttük	k ø r y l ø t t y k
különböztetni	k y l ø n b ø z t e t n i
megismerkedett	m e ɡ i s m e r k e d e t
mei	m æ i̯
nyomozni	ɲ o m o z n iː
nézetek	n e z e t e k
pol	p o l
polip	p o l i p
ponthoz	p ó n tʰ o z
pályázott	p á l j áː z o t
ritkaság	r i t k a s á ɡ
sokaknak	s o k a k n a k
spin	s p i n
sum	s u m
sérül	s e ɾ y l
tor	t o r
zenéhez	z e n eː h e z
alapítottak	a l a p i t o t t a k
falait	f a l a i t
films	f i l m s
hírrel	h i r r e l
karibi	k á r ì b íː
khz	kʰ z
körkörös	k ø r k ø r ø s
köröket	k ø r ø k e t
neveltek	n e v e l t e k
okkult	o k k u l t
paleolit	p a l e o l i t
populáris	p o p u l áː r i s
pratt	p r a t
repültek	r e p y l t e k
sütöttem	s y t ø t t e m
tak	t a k
term	t ɛ r m
tiltakozik	t i l t a k o z i k
tollak	t o l l a k
tudattal	t u d a t t a l
örömök	ø r ø m ø k
adatainak	a d a t a i n a k
dorina	d o r i n a
döntik	d ø n t i k
elhíresült	e l h iː r e s y l t
figyelmeztetni	f i ɡ j e l m e z t e t n i
frontra	f r ó n t r a
kaliforniába	k a l i f o r n i aː b a
kötöttem	k ø t ø t t e m
közlik	k ø z l i k
lom	l o m
ments	m ɛ n t s
mitch	m i t͡ʃ
mozdulatot	m o z d u l áː t o t
polgármesterek	p o l ɡ a r m e s t e r e k
schmitt	ʃ m i t
sebesültek	s e b e s y l t e k
sharpe	ʃ á r p èː
tartozéka	t a r t o z eː k a
were	w èː ɽ éː
cukros	t͡ʃ ú k r o s
helyzetüket	h e l y z e t y k e t
hitük	h i t y k
hiányoztak	h i áː ɲ o z t a k
költözz	k ø l t ø z
legyengült	l e ɡ j e n ɡ y l t
letelepedett	l e t e l e p e d e t
letört	l e t ø r t
lábuk	l áː b u k
partit	p a r t i t
protokollt	p r o t o k o l t
püspökök	p y s p ø k ø k
rolls	r o l s
törölt	t ø r ø l t
uss	u s
vin	ʋ i n
vontak	v o n t a k
vonulni	v o n u l n iː
öltöny	ø l t ø n y
üdvözlöm	y d v ø z l ø m
berek	b è r è k
bipoláris	b i p o l áː r i s
epikus	e p i k u s
galaxisban	ɡ a l a k s i s b a n
hipnózis	h i p n óː z i s
kapcsolatukat	k a p t͡ʃ s o l a t u k a t
kedvetek	k e d v e t e k
köztetek	k ø z t e t e k
martinez	m a r t i n e z
nevelték	n e v e l t e k
rekordok	r e k o r d o k
sörök	s ø r ø k
tekintse	t e k í n t͡s e
tit	t i t
vírusos	ʋ iː r u s o s
böjt	b ø j t
együttesét	e ɡ j y t t e s eː t
elefántok	e l e f á n t o k
feladatainak	f e l a d a t a i n a k
funny	f ú n n i
hiányzom	h i áː n y z o m
körömlakk	k ø r ø m l a k
megírtuk	m e ɡ i r t u k
ner	n æ r
ombudsman	o m b u d s m a n
pikk	p i k
piramisok	p i r a m i s o k
prix	p r i k s
stabilan	s t a b i l a n
titoktartási	t i t o k t a r t áː s i
toplista	t o p l i s t a
trombita	t r o m b i t a
tulajdonsággal	t u l a j d o n s a ɡ ɡ a l
átalakulása	á t a l a k u l áː s a
dominik	d o m i n i k
elnökök	e l n ø k ø k
elárulom	e l áː r u l o m
hatottak	h a t o t t a k
huzamosabb	h u z a m o s a b
kirakott	k i r a k o t
királyát	k i r áː l j áː t
központosított	k ø z p o n t o s i t o t
omlott	o m l o t
shot	ʃ o t
tartaniuk	t a r t a n i u k
telepítettek	t e l e p i t e t t e k
utalások	u t a l áː s o k
örökbefogadott	ø r ø k b e f o ɡ a d o t
büntetlenül	b y n t e t l e n y l
eltörte	e l t ø r t e
fegyelmezett	f e ɡ j e l m e z e t
feltörték	f e l t ø r t e k
fiatalkorúak	f i a t a l k o r u a k
finomak	f i n o m a k
fordítsa	f o r d iː t͡s a
fry	f r yː
levéltára	l e v e l t áː r a
marxista	m a r k s i s t a
mozit	m o z i t
mutatkoznak	m u t a t k o z n a k
ruiz	r u i z
som	s o m
witch	w i t͡ʃ
bela	b éː l a
egymáson	e ɡ y m áː s o n
egymásért	e ɡ y m áː s e r t
emelnek	e m e l n e k
felejtse	f e l e j t͡s e
fo	f oː
fokozódik	f o k o z óː d i k
griff	ɡ r i f
homlok	h ó m l o k
hülyegyerek	h y l j e ɡ j e r e k
kezeltek	k e z e l t e k
kol	k o l
megismerkedik	m e ɡ i s m e r k e d i k
mutatkoztak	m u t a t k o z t a k
nyilatkozatok	ɲ i l a t k o z a t o k
ol	o l
paranccsal	p a r a n t͡ʃ s a l
patrícia	p a t r iː t͡ʃ i a
segítettem	s e ɡ i t e t t e m
sörös	s ø r ø s
tökéletesnek	t ø k e l e t e s n e k
történések	t ø r t e n e s e k
öbölbe	ø b ø l b e
bonyolultak	b o ɲ o l u l t a k
esték	e s t e k
férfinek	f e r f i n e k
halhatatlanok	h a l h a t a t l a n o k
hazament	h a z a m e n t
hátrányt	h á t r áː n y t
kokain	k o k a i n
kraft	k r a f t
képességének	k e p e s e ɡ e n e k
kínosan	k i n o s a n
közlekedett	k ø z l e k e d e t
lam	l a m
lefoglalta	l e f o ɡ l a l t a
megértették	m e ɡ e r t e t t e k
mihail	m i h a i l
moll	m o l
nézzenek	n e z z e n e k
piacán	p i a t͡ʃ á n
programhoz	p r o ɡ r a m h o z
rj	ɛ r d ʒ
tehettek	t e h e t t e k
tekintettek	t e k i n t e t t e k
thököly	tʰ ø k ø l y
titánok	t i t áː n o k
tudásom	t u d áː s o m
tulajdonságainak	t u l a j d o n s a ɡ a i n a k
térfogata	t e r f o ɡ a t a
unatkoztam	u n a t k o z t a m
viktoriánus	ʋ i k t o r i áː n u s
értettek	e r t e t t e k
dat	d a t
ezüstös	e z y s t ø s
fit	f i t
helmut	h é l m u t
képesnek	k e p e s n e k
könyörgött	k ø n j ø r ɡ ø t
különbözteti	k y l ø n b ø z t e t i
leírtak	l e i r t a k
lowe	l óː w e
magos	m á ɡ o s
mazda	m á z d àː
mill	m i l
nik	n i k
paktum	p a k t u m
schultz	ʃ u l t͡s
shin	ʃ i n
települt	t e l e p y l t
tigrisek	t i ɡ r i s e k
tizenharmadik	t i z e n h a r m a d i k
toronto	t o r o n t o
értetek	e r t e t e k
örömömre	ø r ø m ø m r e
elemezte	e l e m e z t e
feladatnak	f e l a d a t n a k
felügyelt	f e l y ɡ j e l t
fiukat	f i u k á t
fölös	f ø l ø s
hala	h á l àː
helyreállítását	h e l y r e a l l i t aː s aː t
honismereti	h o n i s m e r e t i
iratait	i r a t a i t
kristina	k r i s t i n a
kártyán	k á r t j á n
kísértetek	k i s e r t e t e k
közelednek	k ø z e l e d n e k
közlönyben	k ø z l ø n y b e n
különbözött	k y l ø n b ø z ø t
lemezét	l e m e z e t
leromlott	l e r o m l o t
lopta	l ó p t a
mir	m i r
nyitottam	ɲ i t o t t a m
nyomor	ɲ óː m o r
pofátlan	p o f á t l a n
testileg	t e s t i l e ɡ
törték	t ø r t e k
utódok	u t óː d o k
zni	z n iː
értékesek	e r t e k e s e k
bus	b u s
daganatok	d a ɡ a n a t o k
dömötör	d ø m ø t ø r
eretnek	e ɾ e t n e k
fin	f i n
halandók	h a l a n d ó k
iparkamara	i p a r k a m a r a
iz	i z
kompozit	k o m p o z i t
lot	l o t
mán	m á n
másikhoz	m áː s i kʰ o z
politikust	p o l i t i k u s t
pot	p o t
raoul	ɽ á u l
retorika	r e t o r i k a
tartományt	t a r t o m áː n y t
tüzek	t y z e k
zip	z i p
ápol	áː p o l
ökör	ø k ø r
bat	b â t
egyetemnek	e ɡ j e t e m n e k
egyiptomba	e ɡ j i p t o m b a
felemelkedett	f e l e m e l k e d e t
feleségéhez	f e l e s e ɡ e h e z
hasított	h a s i t o t
hatalomnak	h a t a l o m n a k
hímzés	h i m z e s
ismétlem	i s m e t l e m
kapcsolatainak	k a p t͡ʃ s o l a t a i n a k
kerülök	k e r y l ø k
lerombolták	l e r o m b o l t aː k
látomása	l áː t o m áː s a
lénynek	l e n y n e k
moduláris	m o d u l áː r i s
motorosok	m o t o r o s o k
muzeális	m u z e áː l i s
okostelefont	o k o s t e l e f o n t
pikáns	p i k á n s
pixel	p i k s e l
ragadott	r a ɡ a d o t
sétára	s e t áː r a
tanfolyamra	t a n f o l j a m r a
testületek	t e s t y l e t e k
tüntetett	t y n t e t e t
uralkodnak	u r a l k o d n a k
átmentek	a t m e n t e k
üldözték	y l d ø z t e k
beraktam	b ə r a k t a m
buy	b u j
dent	d ɛ n t
diadalmaskodott	d i a d a l m a s k o d o t
dobozból	d o b o z b ó l
engedélyezve	e n ɡ e d e l j e z v e
eseményeknek	e s e m e ɲ e k n e k
esetnek	e s e t n e k
feladathoz	f e l a d a tʰ o z
flip	f l i p
foglalkoztatta	f o ɡ l a l k o z t a t t a
hasonlókat	h a s o n l óː k a t
hegynek	h e ɡ y n e k
hordoznak	h o r d o z n a k
kapcsolatokban	k a p t͡ʃ s o l a t o k b a n
kend	k ɛ n d
kendrick	k ɛ n d r i k
kísérletezés	k i s e r l e t e z e s
körnek	k ø r n e k
közlés	k ø z l e s
legitim	l e ɡ i t i m
lovakkal	l o v a k k a l
mechanizmusok	m e t͡ʃ a n i z m u s o k
megoldódik	m e ɡ o l d óː d i k
tiltakoznak	t i l t a k o z n a k
tiltakoztak	t i l t a k o z t a k
tüntetve	t y n t e t v e
unalmasnak	u n a l m a s n a k
vitatkoznak	v i t a t k o z n a k
yi	j i
zenekarnak	z e n e k a r n a k
öltöznöm	ø l t ø z n ø m
ötletes	ø t l e t e s
ültették	y l t e t t e k
akt	a k t
anális	a n áː l i s
burok	b ù r ó k
butch	b u t͡ʃ
böde	b øː d e
elégett	e l e ɡ e t
esküdött	e s k y d ø t
foglalkoznia	f o ɡ l a l k o z n i a
görögül	ɡ ø r ø ɡ y l
haldoklik	h a l d o k l i k
kiütötte	k i y t ø t t e
klorofill	k l o r o f i l
krím	k r iː m
kísérletezett	k i s e r l e t e z e t
kölyköt	k ø l y k ø t
könyök	k ø n j ø k
kötelezett	k ø t e l e z e t
küzdelemre	k y z d e l e m r e
lehetetlent	l e h e t e t l e n t
lolita	l o l i t a
lydia	l y d i a
mare	m áː ɽ èː
meghallgatáson	m e ɡ h a l ɡ a t áː s o n
mozdulatok	m o z d u l a t o k
neem	n eː m
rövidek	r ø v i d e k
sokkolta	s o k k o l t a
solid	s o l iː d
tudnátok	t u d n áː t o k
unióhoz	u n i óː h o z
vigyáznak	v i ɡ j áː z n a k
zayn	z â j n
zöldet	z ø l d e t
ütik	y t i k
üzenetben	y z e n e t b e n
azonosítatlan	a z o n o s i t a t l a n
bányai	b á n j á i
farrell	f a r e l
feneketlen	f e n e k e t l e n
férfiakra	f e r f i a k r a
gazdaságok	ɡ a z d a s á ɡ o k
gru	ɡ r uː
hányas	h á n j á s
hök	h ø k
jelölések	j e l ø l e s e k
jelöléssel	j e l ø l e s e l
körözés	k ø r ø z e s
különlegesek	k y l ø n l e ɡ e s e k
külügy	k y l y ɡ y
lantos	l á n t o s
lebontása	l e b o n t áː s a
levették	l e v e t t e k
magyarokkal	m a ɡ j a r o k k a l
mém	m e m
nyolcszor	ɲ o l t͡s ʃ o r
pilátus	p i l áː t u s
püspököt	p y s p ø k ø t
raid	r a i d
segítenének	s e ɡ i t e n eː n e k
stuff	s t u f
szabályoknak	ʃ a b a l j o k n a k
településnek	t e l e p y l e s n e k
titkolt	t i t k o l t
töltést	t ø l t e s t
történetük	t ø r t e n e t y k
weboldalt	w e b o l d a l t
árfolyamok	a r f o l j a m o k
ömlött	ø m l ø t
örültek	ø r y l t e k
azonosítottak	a z o n o s i t o t t a k
döntésnek	d ø n t e s n e k
harcosokat	h a r t͡ʃ o s o k a t
hatalmasabb	h a t a l m a s a b
hitelesnek	h i t e l e s n e k
hivatalában	h i v a t a l áː b a n
kifizette	k i f i z e t t e
kitömött	k i t ø m ø t
korához	k o r áː h o z
káplán	k á p l á n
kérnék	k e r n e k
köntös	k ø n t ø s
közöm	k ø z ø m
latte	l á t t e
megrögzött	m e ɡ r ø ɡ z ø t
milk	m i l k
nyomorultak	ɲ o m o r u l t a k
népességének	n e p e s e ɡ e n e k
orvosoknak	o r v o s o k n a k
raider	r a i d e r
soroljuk	s o r o ʎ u k
tehetitek	t e h e t i t e k
telepet	t e l e p e t
töltsük	t ø l t͡s y k
vehették	v e h e t t e k
életfogytiglani	e l e t f o ɡ y t i ɡ l a n i
élhetek	e l h e t e k
élvonalában	e l v o n a l áː b a n
öltözik	ø l t ø z i k
ötleted	ø t l e t e d
ütközetben	y t k ø z e t b e n
adatik	a d a t i k
balesetnek	b a l e s e t n e k
bekerültek	b e k e r y l t e k
bizalmatlan	b i z a l m a t l a n
bizalommal	b i z a l o m m a l
bozontos	b o z óː n t o s
cukik	t͡ʃ ú k ì k
duett	d u e t
dustin	d u s t i n
dübörög	d y b ø r ø ɡ
felírt	f e l i r t
finch	f i n t͡ʃ
fiához	f i áː h o z
gömböt	ɡ ø m b ø t
hadba	h á d b àː
halakkal	h a l a k k a l
hewlett	h e w l e t
hibridek	h i b r i d e k
igazolása	i ɡ a z o l áː s a
igényeknek	i ɡ e ɲ e k n e k
iktatta	i k t a t t a
kopik	k ó p i k
kozott	k o z o t
képességeik	k e p e s e ɡ e i k
különlegesnek	k y l ø n l e ɡ e s n e k
lepték	l e p t e k
loptak	l ó p t a k
manipulálni	m a n i p u l áː l n iː
megadása	m e ɡ a d áː s a
meséltek	m e s e l t e k
